Postcode,Dwelling Types,Number of Bedrooms,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2567,House,3 Bedrooms,513,580,635,59,813,9.95%,9.43%,73.53%,18.00%
2567,House,4 or more Bedrooms,650,700,753,72,"1,094",2.94%,6.06%,1.41%,-17.24%
2567,Flat/Unit,Total,403,410,448,s,158,-3.53%,5.13%,-12.50%,-41.67%
2570,Total,Total,520,640,693,471,"4,609",1.59%,6.67%,-7.28%,16.87%
2570,Total,1 Bedroom,350,380,410,49,385,1.33%,8.57%,19.51%,8.89%
2570,Total,2 Bedrooms,420,465,500,65,509,10.06%,16.25%,47.73%,47.73%
2570,Total,3 Bedrooms,540,600,640,74,812,.00%,13.21%,32.14%,27.59%
2570,Total,4 or more Bedrooms,650,675,720,281,"2,746",.75%,5.47%,67.26%,9.77%
2570,House,Total,600,650,700,398,"3,784",1.56%,4.84%,-10.16%,20.97%
2570,House,1 Bedroom,358,380,410,s,144,2.01%,8.57%,50.00%,41.18%
2570,House,2 Bedrooms,430,460,508,34,212,5.75%,15.00%,47.83%,142.86%
2570,House,3 Bedrooms,540,600,640,67,703,.00%,13.21%,36.73%,31.37%
2570,House,4 or more Bedrooms,650,675,720,272,"2,652",.75%,5.47%,66.87%,10.12%
2570,Other,Total,428,478,570,s,270,19.38%,21.66%,-30.00%,.00%
2570,Townhouse,Total,450,580,643,s,190,9.43%,-1.69%,63.64%,5.88%
2570,Flat/Unit,Total,370,400,470,41,365,4.58%,5.26%,20.59%,-4.65%
2570,Flat/Unit,1 Bedroom,343,373,394,s,156,-.67%,6.43%,5.88%,-10.00%
2570,Flat/Unit,2 Bedrooms,415,465,478,s,166,14.81%,19.23%,66.67%,-4.76%
2571,Total,Total,410,540,700,53,610,-1.82%,12.50%,-25.35%,3.92%
2571,Total,2 Bedrooms,360,410,428,s,124,13.89%,10.81%,45.45%,.00%
2571,Total,3 Bedrooms,480,550,593,s,190,.00%,13.40%,66.67%,7.14%
2571,Total,4 or more Bedrooms,700,735,850,s,217,-2.00%,5.00%,-25.00%,5.88%
2571,House,Total,479,603,705,40,453,-6.59%,-2.82%,-31.03%,21.21%
2571,House,3 Bedrooms,480,550,593,s,172,.00%,13.40%,87.50%,25.00%
2571,House,4 or more Bedrooms,700,735,850,s,210,-2.00%,5.00%,-21.74%,5.88%
2571,Flat/Unit,Total,345,360,410,s,101,9.09%,5.88%,-8.33%,-15.38%
2572,Total,Total,450,580,625,51,407,13.73%,9.43%,-16.39%,-3.77%
2572,Total,2 Bedrooms,411,440,458,s,90,7.32%,8.64%,71.43%,-25.00%
2572,Total,4 or more Bedrooms,600,605,658,s,182,-6.92%,.83%,100.00%,25.00%
2572,House,Total,500,600,640,45,329,11.11%,5.26%,-18.18%,15.38%
2572,House,4 or more Bedrooms,600,605,658,s,177,-6.92%,.83%,100.00%,30.43%
2573,Total,Total,463,528,600,58,538,5.50%,.48%,18.37%,61.11%
2573,Total,2 Bedrooms,343,400,405,s,86,-2.44%,.00%,71.43%,1100.00%
2573,Total,3 Bedrooms,490,520,530,s,256,4.00%,10.64%,40.00%,31.25%
2573,Total,4 or more Bedrooms,580,600,643,s,170,-3.23%,6.19%,266.67%,22.22%
2573,House,Total,500,550,600,47,434,5.77%,2.80%,20.51%,46.88%
2573,House,3 Bedrooms,490,520,530,s,225,2.97%,13.04%,75.00%,61.54%
2573,House,4 or more Bedrooms,580,600,643,s,164,-10.45%,5.26%,340.00%,29.41%
2574,Total,Total,450,535,685,s,263,-16.41%,-2.73%,-23.08%,-16.67%
2574,House,Total,480,560,700,s,215,-12.50%,-3.45%,-32.00%,-10.53%
2745,Total,Total,526,605,700,150,"1,964",-.82%,4.31%,-3.85%,16.28%
2745,Total,2 Bedrooms,400,480,500,s,151,37.14%,20.00%,112.50%,70.00%
2745,Total,3 Bedrooms,535,565,600,63,746,8.65%,4.63%,142.31%,40.00%
2745,Total,4 or more Bedrooms,660,710,800,65,958,1.43%,7.58%,44.44%,1.56%
2745,House,Total,560,650,726,120,"1,540",3.17%,8.33%,-16.08%,29.03%
2745,House,3 Bedrooms,550,580,618,50,563,5.45%,5.45%,163.16%,56.25%
2745,House,4 or more Bedrooms,663,715,800,62,892,2.14%,6.72%,40.91%,8.77%
2745,Townhouse,Total,460,550,600,s,179,20.88%,-1.79%,87.50%,7.14%
2745,Flat/Unit,Total,410,490,500,s,143,63.33%,58.06%,333.33%,-13.33%
2747,Total,Total,400,500,620,472,"6,119",4.17%,11.11%,-12.43%,.64%
2747,Total,1 Bedroom,280,310,330,41,430,-6.06%,14.81%,-12.77%,-16.33%
2747,Total,2 Bedrooms,340,400,450,119,"1,456",8.11%,14.29%,19.00%,5.31%
2747,Total,3 Bedrooms,470,500,550,165,"2,246",2.56%,8.70%,26.92%,-2.37%
2747,Total,4 or more Bedrooms,610,680,720,136,"1,662",6.25%,13.33%,22.52%,4.62%
2747,House,Total,490,570,680,283,"3,464",14.00%,3.64%,-19.60%,9.69%
2747,House,2 Bedrooms,365,400,428,s,298,-4.76%,6.67%,.00%,40.00%
2747,House,3 Bedrooms,480,500,570,121,"1,523",.00%,4.17%,49.38%,2.54%
2747,House,4 or more Bedrooms,620,680,720,130,"1,463",4.62%,9.68%,35.42%,17.12%
2747,Other,Total,318,340,400,40,576,3.03%,6.25%,11.11%,-14.89%
2747,Other,1 Bedroom,308,330,333,s,128,.00%,13.79%,.00%,-20.00%
2747,Other,2 Bedrooms,365,400,415,s,157,25.00%,11.11%,33.33%,-36.84%
2747,Townhouse,Total,448,480,520,52,820,.00%,10.34%,-8.77%,-17.46%
2747,Townhouse,2 Bedrooms,378,400,443,s,126,-6.98%,14.29%,100.00%,-7.69%
2747,Townhouse,3 Bedrooms,460,500,515,33,528,7.53%,14.94%,-5.71%,-8.33%
2747,Flat/Unit,Total,300,350,450,97,"1,259",.00%,6.06%,3.19%,-3.96%
2747,Flat/Unit,1 Bedroom,280,300,330,s,240,-7.69%,21.70%,-8.70%,-4.55%
2747,Flat/Unit,2 Bedrooms,315,390,460,67,875,11.43%,13.37%,17.54%,9.84%
2749,Total,Total,480,550,650,66,"1,026",-1.79%,12.82%,-10.81%,3.13%
2749,Total,2 Bedrooms,400,400,435,s,93,.00%,-5.88%,57.14%,10.00%
2749,Total,3 Bedrooms,503,530,599,s,576,9.28%,8.16%,66.67%,-18.92%
2749,Total,4 or more Bedrooms,625,700,900,s,287,-6.67%,12.00%,4.55%,43.75%
2749,House,Total,485,550,670,61,866,-5.17%,10.00%,-11.59%,8.93%
2749,House,3 Bedrooms,500,530,595,s,510,9.28%,8.16%,61.11%,-17.14%
2749,House,4 or more Bedrooms,635,725,900,s,267,-3.33%,16.00%,4.76%,37.50%
2750,Total,Total,420,495,570,579,"7,141",1.02%,10.00%,-5.70%,-1.19%
2750,Total,1 Bedroom,350,425,470,84,602,-1.16%,21.43%,44.83%,50.00%
2750,Total,2 Bedrooms,390,450,530,241,"2,749",.00%,9.76%,9.55%,-15.73%
2750,Total,3 Bedrooms,466,520,579,174,"2,652",.00%,8.33%,20.00%,5.45%
2750,Total,4 or more Bedrooms,613,675,745,74,857,.75%,7.14%,64.44%,5.71%
2750,House,Total,460,540,640,248,"3,061",2.86%,8.00%,-24.39%,16.43%
2750,House,1 Bedroom,336,420,470,s,71,.00%,12.00%,50.00%,600.00%
2750,House,2 Bedrooms,410,440,500,45,389,2.33%,15.79%,.00%,40.63%
2750,House,3 Bedrooms,500,540,600,113,"1,738",-1.82%,10.20%,22.83%,-5.04%
2750,House,4 or more Bedrooms,600,670,720,65,751,-.74%,4.69%,47.73%,16.07%
2750,Other,Total,350,420,485,s,472,1.20%,10.53%,38.89%,47.06%
2750,Townhouse,Total,450,470,553,55,756,1.08%,2.17%,44.74%,3.77%
2750,Townhouse,2 Bedrooms,378,450,463,s,117,-1.10%,11.11%,50.00%,20.00%
2750,Townhouse,3 Bedrooms,450,475,535,36,552,2.15%,7.95%,28.57%,20.00%
2750,Flat/Unit,Total,380,450,525,251,"2,852",.00%,9.76%,9.13%,-17.16%
2750,Flat/Unit,1 Bedroom,370,445,475,55,477,2.30%,27.14%,34.15%,7.84%
2750,Flat/Unit,2 Bedrooms,380,460,550,174,"2,065",-1.08%,9.52%,10.13%,-25.64%
2750,Flat/Unit,3 Bedrooms,420,460,563,s,229,-6.12%,2.22%,.00%,33.33%
2752,Total,Total,420,520,680,37,244,-18.75%,-5.45%,27.59%,48.00%
2752,Total,3 Bedrooms,455,515,550,s,80,,13.19%,,87.50%
2752,Total,4 or more Bedrooms,648,698,765,s,93,-.36%,-7.00%,9.09%,-14.29%
2752,House,Total,428,535,684,36,210,-17.69%,-9.32%,38.46%,56.52%
2752,House,3 Bedrooms,455,515,550,s,75,,13.19%,,87.50%
2752,House,4 or more Bedrooms,648,698,765,s,92,-.36%,-7.00%,9.09%,-14.29%
2753,Total,Total,440,500,600,125,"1,567",.00%,4.71%,13.64%,22.55%
2753,Total,2 Bedrooms,400,433,450,40,431,-1.70%,10.90%,73.91%,33.33%
2753,Total,3 Bedrooms,498,530,600,51,691,-3.64%,2.91%,64.52%,13.33%
2753,Total,4 or more Bedrooms,600,730,850,s,279,8.15%,11.03%,45.00%,45.00%
2753,House,Total,480,543,655,80,968,-1.36%,-1.36%,-5.88%,31.15%
2753,House,2 Bedrooms,450,450,475,s,135,2.27%,12.50%,.00%,266.67%
2753,House,3 Bedrooms,500,535,600,42,548,-2.73%,2.88%,55.56%,7.69%
2753,House,4 or more Bedrooms,593,725,858,s,241,3.57%,10.27%,36.84%,44.44%
2753,Townhouse,Total,438,483,585,s,189,-4.46%,7.22%,100.00%,6.67%
2753,Flat/Unit,Total,380,405,446,s,300,11.72%,12.50%,62.50%,23.81%
2753,Flat/Unit,2 Bedrooms,380,410,435,s,204,.00%,13.89%,133.33%,50.00%
2754,Total,Total,470,540,680,49,559,8.00%,13.68%,.00%,.00%
2754,Total,2 Bedrooms,400,430,460,s,143,2.38%,7.50%,66.67%,.00%
2754,Total,3 Bedrooms,505,535,575,s,223,11.46%,12.63%,-12.50%,-6.67%
2754,Total,4 or more Bedrooms,628,710,789,s,161,4.41%,5.19%,185.71%,17.65%
2754,House,Total,500,600,725,33,379,10.09%,4.80%,-13.16%,-13.16%
2754,House,4 or more Bedrooms,620,725,785,s,153,6.62%,7.41%,142.86%,.00%
2756,Total,Total,450,550,650,181,"2,380",6.80%,10.00%,-4.23%,2.84%
2756,Total,2 Bedrooms,400,430,460,44,421,1.18%,10.26%,41.94%,76.00%
2756,Total,3 Bedrooms,500,550,590,79,"1,169",1.38%,6.80%,46.30%,2.60%
2756,Total,4 or more Bedrooms,655,740,880,43,530,5.71%,13.85%,13.16%,4.88%
2756,House,Total,500,570,685,143,"1,657",3.64%,3.64%,-1.38%,16.26%
2756,House,2 Bedrooms,430,460,480,s,167,6.36%,14.29%,50.00%,110.00%
2756,House,3 Bedrooms,510,550,590,73,929,.92%,5.77%,55.32%,4.29%
2756,House,4 or more Bedrooms,655,740,880,43,494,4.23%,12.12%,19.44%,13.16%
2756,Townhouse,Total,391,450,528,s,249,-9.55%,.00%,-14.29%,9.09%
2756,Flat/Unit,Total,299,398,435,s,283,10.42%,28.23%,5.26%,-13.04%
2756,Flat/Unit,2 Bedrooms,366,423,450,s,157,5.62%,8.33%,33.33%,45.45%
2758,Total,Total,368,508,610,s,175,-27.24%,-7.73%,.00%,38.46%
2758,House,Total,470,530,630,s,141,-24.29%,-8.62%,-17.65%,27.27%
2759,Total,Total,475,550,628,127,"1,720",5.77%,5.77%,6.72%,.79%
2759,Total,2 Bedrooms,400,420,430,s,204,2.44%,13.51%,85.71%,44.44%
2759,Total,3 Bedrooms,520,555,600,68,966,3.74%,6.73%,78.95%,4.62%
2759,Total,4 or more Bedrooms,615,650,695,s,447,-6.47%,8.33%,80.00%,-22.86%
2759,House,Total,520,580,650,104,"1,456",7.41%,9.43%,.97%,2.97%
2759,House,2 Bedrooms,415,420,435,s,70,.00%,16.67%,83.33%,450.00%
2759,House,3 Bedrooms,520,560,600,65,909,2.75%,7.69%,91.18%,6.56%
2759,House,4 or more Bedrooms,615,650,695,s,430,-3.35%,8.33%,92.86%,-22.86%
2760,Total,Total,410,480,550,407,"5,384",2.13%,14.97%,5.71%,-4.01%
2760,Total,1 Bedroom,250,270,325,s,250,-3.57%,14.89%,109.09%,-32.35%
2760,Total,2 Bedrooms,353,400,450,118,"1,398",5.26%,21.21%,63.89%,-17.48%
2760,Total,3 Bedrooms,475,500,550,182,"2,472",4.17%,11.11%,42.19%,3.41%
2760,Total,4 or more Bedrooms,550,580,653,76,"1,011",1.75%,7.41%,49.02%,11.76%
2760,House,Total,450,500,580,241,"2,906",6.38%,11.11%,-13.31%,20.50%
2760,House,2 Bedrooms,380,428,450,44,409,12.50%,22.14%,29.41%,41.94%
2760,House,3 Bedrooms,470,510,550,135,"1,632",6.81%,13.33%,53.41%,14.41%
2760,House,4 or more Bedrooms,550,600,665,52,737,2.56%,2.56%,52.94%,18.18%
2760,Other,Total,293,410,436,s,516,-6.82%,28.13%,100.00%,-42.86%
2760,Townhouse,Total,493,520,560,66,999,4.00%,15.56%,10.00%,-26.67%
2760,Townhouse,3 Bedrooms,485,500,530,37,595,.00%,11.11%,19.35%,-21.28%
2760,Townhouse,4 or more Bedrooms,543,568,638,s,231,1.34%,9.13%,29.41%,-4.35%
2760,Flat/Unit,Total,325,380,441,84,963,2.70%,18.75%,115.38%,-20.75%
2760,Flat/Unit,1 Bedroom,250,270,280,s,131,-5.59%,11.34%,116.67%,-7.14%
2760,Flat/Unit,2 Bedrooms,340,385,430,60,703,5.48%,16.67%,122.22%,-27.71%
2761,Total,Total,480,550,670,162,"2,468",5.77%,12.24%,-18.18%,-14.74%
2761,Total,2 Bedrooms,403,450,450,s,291,12.50%,25.00%,44.44%,-16.13%
2761,Total,3 Bedrooms,495,540,570,71,"1,224",3.85%,17.39%,18.33%,-14.46%
2761,Total,4 or more Bedrooms,620,728,768,54,772,3.93%,11.92%,31.71%,-21.74%
2761,House,Total,495,560,680,139,"1,944",3.70%,7.69%,-19.19%,-3.47%
2761,House,2 Bedrooms,420,450,460,s,125,12.50%,28.57%,142.86%,183.33%
2761,House,3 Bedrooms,495,550,570,69,"1,083",5.77%,17.02%,25.45%,-5.48%
2761,House,4 or more Bedrooms,620,750,770,49,686,7.14%,15.38%,19.51%,-24.62%
2762,Total,Total,525,600,720,375,"2,927",5.26%,1.69%,-4.82%,8.07%
2762,Total,Bedsitter,385,420,450,s,s,7.69%,27.27%,400.00%,400.00%
2762,Total,1 Bedroom,395,450,480,51,271,3.45%,15.38%,34.21%,4.08%
2762,Total,2 Bedrooms,535,560,580,106,680,6.67%,16.67%,-1.85%,34.18%
2762,Total,3 Bedrooms,600,650,684,62,425,4.84%,12.07%,93.75%,16.98%
2762,Total,4 or more Bedrooms,700,730,760,137,"1,460",5.80%,8.96%,53.93%,-13.84%
2762,House,Total,643,700,750,211,"1,872",7.69%,7.69%,-9.83%,4.98%
2762,House,2 Bedrooms,545,573,581,s,126,11.17%,36.31%,26.32%,166.67%
2762,House,3 Bedrooms,600,650,685,45,297,.78%,16.07%,181.25%,32.35%
2762,House,4 or more Bedrooms,700,730,763,132,"1,367",5.80%,7.35%,67.09%,-12.00%
2762,Other,Total,400,430,480,s,127,-6.52%,-10.42%,92.31%,108.33%
2762,Other,Bedsitter,395,420,445,s,s,,,,
2762,Townhouse,Total,600,695,710,s,130,6.92%,15.83%,-7.14%,-18.75%
2762,Flat/Unit,Total,491,543,580,126,798,4.33%,15.43%,-5.26%,6.78%
2762,Flat/Unit,1 Bedroom,400,465,491,36,178,4.49%,29.17%,20.00%,-7.69%
2762,Flat/Unit,2 Bedrooms,539,560,580,76,517,5.66%,14.29%,-8.43%,20.63%
2763,Total,Total,520,590,650,255,"2,810",7.27%,16.83%,8.05%,2.00%
2763,Total,1 Bedroom,350,445,459,s,107,5.95%,14.10%,500.00%,12.50%
2763,Total,2 Bedrooms,450,500,548,46,449,11.11%,14.94%,48.39%,-20.69%
2763,Total,3 Bedrooms,550,590,620,125,"1,405",4.42%,13.46%,104.92%,2.46%
2763,Total,4 or more Bedrooms,650,710,760,63,757,1.43%,9.23%,61.54%,18.87%
2763,House,Total,535,600,680,157,"1,776",5.26%,11.11%,-16.93%,9.79%
2763,House,2 Bedrooms,430,460,500,s,121,5.75%,16.46%,30.00%,-7.14%
2763,House,3 Bedrooms,526,570,600,86,965,.00%,11.76%,75.51%,-1.15%
2763,House,4 or more Bedrooms,650,725,775,53,646,3.57%,11.54%,55.88%,29.27%
2763,Other,Total,450,480,560,s,189,6.67%,6.67%,22.22%,.00%
2763,Townhouse,Total,553,600,648,50,503,9.09%,9.09%,138.10%,19.05%
2763,Townhouse,3 Bedrooms,580,600,631,32,344,6.19%,13.21%,255.56%,18.52%
2763,Flat/Unit,Total,450,520,560,37,342,8.33%,15.56%,117.65%,-31.48%
2763,Flat/Unit,1 Bedroom,440,453,460,s,82,7.74%,16.03%,500.00%,-7.69%
2763,Flat/Unit,2 Bedrooms,503,540,560,s,221,12.50%,20.00%,66.67%,-42.86%
2765,Total,Total,650,700,770,500,"3,803",4.48%,7.69%,-2.15%,32.63%
2765,Total,1 Bedroom,350,365,421,s,86,10.61%,7.35%,200.00%,200.00%
2765,Total,2 Bedrooms,420,450,480,55,374,.00%,12.50%,27.91%,22.22%
2765,Total,3 Bedrooms,589,645,668,74,757,5.74%,13.16%,34.55%,21.31%
2765,Total,4 or more Bedrooms,700,750,799,354,"2,457",7.14%,8.30%,45.68%,34.09%
2765,House,Total,660,720,780,441,"3,283",5.88%,6.82%,-5.97%,35.69%
2765,House,2 Bedrooms,420,450,548,s,190,.00%,4.65%,3.45%,42.86%
2765,House,3 Bedrooms,570,650,678,67,642,6.56%,12.07%,52.27%,34.00%
2765,House,4 or more Bedrooms,700,750,800,340,"2,384",7.14%,7.14%,45.30%,34.39%
2765,Other,Total,420,440,740,s,203,-2.22%,9.32%,13.33%,21.43%
2765,Townhouse,Total,600,620,660,s,152,.81%,7.36%,11.11%,-9.09%
2765,Flat/Unit,Total,400,425,468,s,165,1.19%,7.59%,144.44%,37.50%
2765,Flat/Unit,2 Bedrooms,400,430,473,s,97,-1.15%,8.86%,275.00%,25.00%
2766,Total,Total,470,560,645,79,"1,341",16.67%,19.15%,-2.47%,-9.20%
2766,Total,2 Bedrooms,405,430,455,s,175,7.50%,19.44%,27.27%,7.69%
2766,Total,3 Bedrooms,500,530,590,31,579,6.00%,15.22%,3.33%,-26.19%
2766,Total,4 or more Bedrooms,625,650,670,s,337,8.33%,12.85%,145.45%,22.73%
2766,House,Total,520,610,650,47,813,27.08%,24.49%,-14.55%,-12.96%
2766,House,3 Bedrooms,510,550,600,s,422,17.02%,19.57%,5.00%,-27.59%
2766,House,4 or more Bedrooms,633,650,680,s,250,6.56%,11.59%,120.00%,22.22%
2766,Townhouse,Total,510,560,615,s,227,9.80%,5.66%,25.00%,.00%
2766,Flat/Unit,Total,425,450,468,s,79,11.11%,15.38%,83.33%,83.33%
2767,Total,Total,440,533,610,96,"1,529",4.41%,18.33%,-21.31%,-13.51%
2767,Total,2 Bedrooms,400,440,465,s,265,9.32%,15.79%,18.75%,-13.64%
2767,Total,3 Bedrooms,496,530,600,46,753,-1.85%,17.78%,24.32%,-19.30%
2767,Total,4 or more Bedrooms,591,650,755,s,392,-4.41%,8.33%,14.29%,50.00%
2767,House,Total,499,550,623,68,"1,092",.00%,22.22%,-33.33%,-9.33%
2767,House,3 Bedrooms,491,530,600,40,599,-3.64%,17.78%,33.33%,-21.57%
2767,House,4 or more Bedrooms,588,650,760,s,340,-4.41%,8.33%,-9.52%,72.73%
2767,Townhouse,Total,528,590,628,s,173,23.56%,1.72%,50.00%,9.09%
2767,Flat/Unit,Total,300,400,440,s,133,2.56%,22.14%,160.00%,-7.14%
2768,Total,Total,650,750,800,105,"1,527",4.17%,10.29%,-19.23%,-11.02%
2768,Total,3 Bedrooms,638,675,703,s,369,3.85%,12.50%,20.00%,-11.11%
2768,Total,4 or more Bedrooms,726,780,850,70,"1,014",-1.27%,11.43%,48.94%,-13.58%
2768,House,Total,680,750,828,94,"1,332",3.09%,9.09%,-21.67%,-11.32%
2768,House,3 Bedrooms,643,675,708,s,316,3.85%,11.57%,29.41%,-8.33%
2768,House,4 or more Bedrooms,730,780,850,69,966,-1.27%,11.43%,50.00%,-12.66%
2769,Total,Total,745,800,860,95,"1,034",6.67%,6.67%,-13.64%,-3.06%
2769,Total,3 Bedrooms,680,725,740,s,126,3.57%,9.85%,85.71%,-7.14%
2769,Total,4 or more Bedrooms,780,820,900,71,796,6.49%,5.47%,29.09%,1.43%
2769,House,Total,760,800,875,85,963,6.67%,6.67%,-19.81%,-4.49%
2769,House,3 Bedrooms,695,730,745,s,114,4.29%,10.61%,57.14%,-21.43%
2769,House,4 or more Bedrooms,780,820,900,70,783,6.49%,5.13%,27.27%,4.48%
2770,Total,Total,380,420,478,419,"6,048",2.44%,10.53%,-9.70%,-.48%
2770,Total,1 Bedroom,250,285,358,s,230,5.56%,1.79%,33.33%,-15.79%
2770,Total,2 Bedrooms,350,380,420,139,"1,663",4.11%,11.76%,37.62%,-6.08%
2770,Total,3 Bedrooms,400,440,480,215,"3,042",2.33%,10.00%,43.33%,2.87%
2770,Total,4 or more Bedrooms,466,528,600,46,748,-4.09%,.48%,6.98%,21.05%
2770,House,Total,396,430,489,294,"3,623",2.38%,7.50%,-16.71%,25.11%
2770,House,2 Bedrooms,350,380,400,56,400,2.70%,10.14%,43.59%,100.00%
2770,House,3 Bedrooms,400,440,480,187,"2,425",3.53%,10.00%,40.60%,9.36%
2770,House,4 or more Bedrooms,458,500,600,43,644,-9.09%,-5.66%,7.50%,38.71%
2770,Other,Total,350,420,448,s,602,7.69%,20.00%,-14.29%,-41.94%
2770,Other,2 Bedrooms,350,390,435,s,156,11.43%,11.43%,175.00%,-35.29%
2770,Townhouse,Total,365,450,490,s,516,.00%,11.11%,42.11%,-28.95%
2770,Townhouse,3 Bedrooms,350,435,485,s,347,-13.00%,6.10%,100.00%,-21.74%
2770,Flat/Unit,Total,340,360,420,80,"1,307",.00%,5.88%,12.68%,-31.62%
2770,Flat/Unit,2 Bedrooms,343,360,420,66,"1,027",.00%,5.88%,24.53%,-31.96%
2773,Total,Total,520,595,660,s,237,-.83%,5.78%,23.53%,-19.23%
2773,House,Total,523,650,693,s,191,2.77%,13.04%,35.71%,-9.52%
2774,Total,Total,490,590,680,45,571,7.27%,13.46%,-16.67%,25.00%
2774,Total,3 Bedrooms,538,593,631,s,280,7.73%,13.94%,33.33%,.00%
2774,Total,4 or more Bedrooms,733,760,868,s,147,8.57%,25.62%,140.00%,50.00%
2774,House,Total,500,620,750,37,463,12.73%,16.98%,-21.28%,19.35%
2774,House,3 Bedrooms,585,620,665,s,239,12.73%,18.10%,7.14%,-16.67%
2774,House,4 or more Bedrooms,733,760,868,s,140,8.57%,16.92%,140.00%,71.43%
2776,Total,Total,500,570,595,s,162,5.56%,.00%,.00%,100.00%
2776,House,Total,500,570,595,s,140,5.56%,.00%,.00%,100.00%
2777,Total,Total,460,530,620,69,805,.00%,1.92%,7.81%,15.00%
2777,Total,2 Bedrooms,423,430,478,s,176,7.50%,-4.44%,120.00%,-38.89%
2777,Total,3 Bedrooms,515,530,585,32,364,-3.64%,-3.64%,77.78%,28.00%
2777,Total,4 or more Bedrooms,623,690,800,s,167,1.47%,1.85%,26.67%,58.33%
2777,House,Total,520,575,650,53,568,4.55%,4.55%,-1.85%,26.19%
2777,House,3 Bedrooms,520,530,600,s,325,-3.64%,-3.64%,81.25%,26.09%
2777,House,4 or more Bedrooms,623,690,800,s,159,1.47%,1.85%,26.67%,58.33%
2779,Total,Total,490,510,550,s,242,-7.27%,.00%,.00%,.00%
2779,Total,3 Bedrooms,493,520,540,s,123,-.95%,5.05%,120.00%,22.22%
2779,House,Total,493,520,550,s,203,-5.45%,.00%,-11.76%,-11.76%
2780,Total,Total,440,500,600,135,"1,458",5.26%,5.82%,-3.57%,12.50%
2780,Total,1 Bedroom,325,350,380,s,195,.00%,6.06%,26.67%,.00%
2780,Total,2 Bedrooms,385,430,500,s,421,.00%,2.38%,-23.68%,-23.68%
2780,Total,3 Bedrooms,480,530,630,61,608,-3.64%,-.93%,69.44%,27.08%
2780,Total,4 or more Bedrooms,550,630,700,s,167,-1.18%,-9.35%,108.33%,92.31%
2780,House,Total,473,550,643,99,943,10.00%,10.00%,-11.61%,22.22%
2780,House,2 Bedrooms,425,480,540,s,209,6.67%,4.35%,-19.05%,-22.73%
2780,House,3 Bedrooms,480,550,633,51,516,.00%,.00%,50.00%,27.50%
2780,House,4 or more Bedrooms,585,630,715,s,161,-3.08%,-9.35%,109.09%,76.92%
2780,Flat/Unit,Total,343,370,428,s,361,-7.50%,-2.63%,18.18%,-7.14%
2780,Flat/Unit,1 Bedroom,320,350,355,s,142,.00%,11.11%,57.14%,-8.33%
2780,Flat/Unit,2 Bedrooms,354,393,435,s,167,-1.88%,.00%,-7.69%,-14.29%
2782,Total,Total,519,600,708,s,381,-7.69%,9.09%,-6.67%,-28.21%
2782,Total,3 Bedrooms,470,550,590,s,209,-15.38%,.00%,87.50%,-31.82%
2782,House,Total,506,600,723,s,334,-7.69%,8.11%,-13.33%,-23.53%
2782,House,3 Bedrooms,450,525,570,s,188,-19.23%,-4.55%,62.50%,-31.58%
2783,Total,Total,423,500,545,s,170,.00%,-5.66%,69.23%,69.23%
2783,House,Total,450,500,545,s,132,-1.96%,-7.41%,63.64%,80.00%
2785,Total,Total,430,500,565,37,404,4.17%,3.63%,12.12%,15.63%
2785,Total,2 Bedrooms,395,430,450,s,99,.00%,2.38%,140.00%,-20.00%
2785,Total,3 Bedrooms,483,498,543,s,191,4.19%,-9.55%,133.33%,7.69%
2785,House,Total,450,500,583,35,334,2.56%,.00%,16.67%,20.69%
2785,House,3 Bedrooms,483,498,543,s,182,4.19%,-9.55%,133.33%,16.67%
2787,Total,Total,350,390,430,34,338,14.71%,2.63%,17.24%,-2.86%
2787,Total,3 Bedrooms,380,400,440,s,158,5.26%,2.56%,133.33%,31.25%
2787,House,Total,380,400,440,s,226,9.59%,2.56%,.00%,-14.29%
2787,House,3 Bedrooms,390,400,435,s,135,2.56%,2.56%,137.50%,18.75%
2790,Total,Total,313,380,450,111,"1,294",5.56%,5.56%,-5.13%,37.04%
2790,Total,2 Bedrooms,300,318,356,38,423,-.78%,5.83%,52.00%,72.73%
2790,Total,3 Bedrooms,353,405,450,58,602,8.00%,1.25%,41.46%,48.72%
2790,House,Total,340,400,460,85,915,5.96%,.00%,-15.00%,49.12%
2790,House,2 Bedrooms,320,340,390,s,233,-2.86%,3.03%,43.75%,91.67%
2790,House,3 Bedrooms,350,400,455,51,492,8.84%,-2.44%,41.67%,59.38%
2790,Flat/Unit,Total,260,300,320,s,175,3.45%,20.00%,54.55%,30.77%
